Id,Brand,Model,Rank,Benchmark
2219,Intel,Xeon E3-1245 v6,113,81
2220,Intel,Core i3-9100,112,81.1
2221,AMD,Ryzen 3 3300X,111,81.2
2222,Intel,Core i7-5930K,100,82.8
2223,Intel,Core i7-5820K,110,81.3
2224,AMD,Ryzen TR 3990X,108,81.5
2225,Intel,Core i5-5675C,107,81.6
2226,AMD,Ryzen 7 2700X,106,82
2227,Intel,Core i9-9880H,105,82
2228,Intel,Core i7-7820X,104,82.4
2229,Intel,Core i5-8600T,103,82.5
2230,Intel,Core i9-7920X,102,82.6
2231,Intel,Core i7-9850H,109,81.4
2232,Intel,Core i5-4430,318,68.7
2233,Intel,Pentium Gold G5500,319,68.6
2234,Intel,Core i7-3920XM,320,68.5
2235,AMD,Phenom II X6 1035T,536,57
2236,Intel,Core i5-4258U,535,57
2237,Intel,Core i7-3520M,534,57.2
2238,Intel,Pentium G3430,533,57.3
2239,Intel,Core i3-2100,532,57.3
2240,Intel,Core i5-5287U,531,57.3
2241,Intel,Core i7-4558U,530,57.4
2242,Intel,Pentium G3450,537,57
2243,Intel,Core i3-8130U,529,57.5
2244,Intel,Core i7-3540M,527,57.5
2245,Intel,Pentium G3440,526,57.7
2246,Intel,Core i5-3380M,525,57.7
2247,AMD,FX-4300,524,57.7
2248,AMD,Phenom II X6 1045T,523,57.7
2249,Intel,Core X 920,522,57.8
2250,Intel,Core i7-2675QM,521,57.8
2251,Intel,Core i7-2635QM,528,57.5
2252,AMD,Phenom II X4 20,520,57.8
2253,Intel,Core i5-3360M,538,57
2254,Intel,Celeron G5900,540,56.9
2255,Intel,Core i5-6260U,556,56.2
2256,Intel,Core i5-4210M,555,56.3
2257,Intel,Celeron G3950,554,56.3
2258,Intel,Pentium G3420,553,56.3
2259,Intel,Core i3-7130U,552,56.4
2260,Intel,Core i5-4300M,551,56.5
2261,Intel,Core i7-6567U,550,56.5
2262,Intel,Core i3-3220T,539,56.9
2263,AMD,Phenom II X4 830,549,56.5
2264,AMD,A10-5800B APU (2012 D.Tr),547,56.7
2265,AMD,Phenom II X4 840T,546,56.7
2266,Intel,Core i5-7300U,545,56.7
2267,AMD,FX-6100,544,56.7
2268,AMD,A10-6800K APU (2013 D.Ri),543,56.8
2269,AMD,Phenom II X4 945,542,56.8
2270,AMD,Phenom II X4 B50,541,56.9
2271,Intel,Xeon E5-2609 0,548,56.6
2272,Intel,Core i5-5257U,557,56
2273,Intel,Core i3-4130T,519,57.9
2274,AMD,FX-6120 Six-Core,517,57.9
2275,AMD,A10-6790K APU (2013 D.Ri),496,58.8
2276,Intel,Core i3-3210,495,58.9
2277,Intel,Xeon L5520,494,58.9
2278,Intel,Core i3-10110U,493,58.9
2279,Intel,Core i5-3470T,492,58.9
2280,AMD,Ryzen 5 3550H,491,59
2281,Intel,Xeon E5520,490,59.2
2282,AMD,Phenom II X6 1055T,497,58.8
2283,Intel,Pentium G3470,489,59.3
2284,Intel,Core i7-2670QM,487,59.5
2285,AMD,FX-8120,486,59.5
2286,AMD,Phenom II X4 965,485,59.5
2287,Intel,Core i5-4200H,484,59.6
2288,Intel,Core i7-7500U,483,59.6
2289,Intel,Core i3-3240,482,59.7
2290,Intel,Xeon E5-2620 0,481,59.7
2291,AMD,FX-4170 Quad-Core,488,59.3
2292,Intel,Core i5-7200U,518,57.9
2293,Intel,Core i3-2105,498,58.8
2294,Intel,Core i3-3220,500,58.7
2295,Intel,Xeon X5470,516,57.9
2296,Intel,Pentium G4500,515,58
2297,AMD,Phenom II X4 B55,514,58
2298,AMD,Athlon 220GE,513,58.3
2299,Intel,Pentium G3460,512,58.4
2300,Intel,Core i7-2630QM,511,58.5
2301,Intel,Core i7-2720QM,510,58.5
2302,Intel,Core i3-2130,499,58.8
2303,Intel,Core i3-8145U,509,58.5
2304,AMD,Phenom II X4 960T,507,58.5
2305,AMD,Phenom II X4 955,506,58.5
2306,AMD,Ryzen 7 3750H,505,58.6
2307,AMD,Athlon 3000G,504,58.6
2308,Intel,Core i7-7600U,503,58.6
2309,Intel,Core i3-2120,502,58.7
2310,Intel,Core i7-4600M,501,58.7
2311,Intel,Core i7-5550U,508,58.5
2312,AMD,Athlon 240GE,480,59.8
2313,Intel,Core i5-4200M,558,56
2314,Intel,Core2 Extreme X9650,560,56
2315,AMD,A8-6500 APU,616,54.1
2316,AMD,A8-5600K APU,615,54.1
2317,Intel,Xeon E5506,614,54.1
2318,Intel,Core i7 Q 740,613,54.1
2319,Intel,Core i5-3320M,612,54.2
2320,Intel,Xeon E5-2680 v2,611,54.2
2321,Intel,Pentium G3260,610,54.2
2322,AMD,Phenom II X4 920,617,54
2323,AMD,Phenom II X4 905e,609,54.3
2324,AMD,Athlon II X4 651,607,54.3
2325,AMD,Phenom II X4 850,606,54.3
2326,Intel,Core i7-3687U,605,54.4
2327,Intel,Pentium G4400,604,54.5
2328,Intel,Xeon X5472,603,54.5
2329,AMD,Phenom II X4 B40,602,54.5
2330,Intel,Celeron G4900,601,54.5
2331,Intel,Xeon E5472,608,54.3
2332,Intel,Core2 Quad Q9650,600,54.6
2333,Intel,Xeon E5450,618,53.9
2334,Intel,Core i5-3210M,620,53.8
2335,AMD,Ryzen 7 2700U,636,53.1
2336,Intel,Core i5-6200U,635,53.2
2337,Intel,Pentium G860,634,53.2
2338,Intel,Core i3-7100U,633,53.2
2339,Intel,Core i5-6300U,632,53.3
2340,Intel,Pentium G870,631,53.3
2341,Intel,Celeron G1830,630,53.4
2342,Intel,Core i5-2540M,619,53.9
2343,AMD,Phenom II X4 810,629,53.4
2344,Intel,Core i5-4310U,627,53.6
2345,Intel,Core i5-2435M,626,53.6
2346,Intel,Core i7-6650U,625,53.6
2347,AMD,Ryzen 5 3500U,624,53.7
2348,Intel,Pentium G3250,623,53.7
2349,Intel,Core i7-3537U,622,53.7
2350,AMD,Ryzen 5 2500U,621,53.8
2351,Intel,Core i5-2520M,628,53.5
2352,Intel,Core i3-6157U,559,56
2353,Intel,Pentium G2120,599,54.7
2354,AMD,Athlon II X4 750K,597,54.8
2355,Intel,Core i7-5500U,576,55.4
2356,AMD,Ryzen 3 3300U,575,55.5
2357,Intel,Core i5-3230M,574,55.5
2358,Intel,Core i3-6167U,573,55.5
2359,Intel,Core i7 Q 840,572,55.6
2360,AMD,Athlon 200GE,571,55.6
2361,Intel,Pentium G3258,570,55.6
2362,Intel,Core i7-5600U,577,55.4
2363,AMD,Athlon II X4 760K (2013 D.Ri),569,55.6
2364,Intel,Core i5-10210Y,567,55.7
2365,Intel,Core i7-10510Y,566,55.8
2366,Intel,Core i7-5650U,565,55.8
2367,Intel,Core i7-4600U,564,55.8
2368,Intel,Core i7 X 920,563,55.8
2369,AMD,A8-6600K APU,562,55.9
2370,Intel,Core i7-7660U,561,56
2371,Intel,Core i7-6500U,568,55.6
2372,AMD,A10-6700 APU (2013 D.Ri),598,54.8
2373,AMD,FX-4100,578,55.4
2374,AMD,Phenom II X4 940,580,55.3
2375,Intel,Core i7-6600U,596,54.9
2376,Intel,Xeon X5460,595,54.9
2377,Intel,Core i3-2120T,594,54.9
2378,Intel,Celeron G5920,593,54.9
2379,Intel,Core i7-4500U,592,54.9
2380,AMD,A10-5800K APU (2012 D.Tr),591,55
2381,Intel,Core i7-2620M,590,55
2382,Intel,Core i7-4510U,579,55.3
2383,Intel,Xeon E5507,589,55
2384,Intel,Core i5-3340M,587,55.1
2385,Intel,Pentium G2130,586,55.1
2386,Intel,Core i7-2640M,585,55.1
2387,AMD,Phenom II X4 925,584,55.2
2388,AMD,Phenom II X4 B45,583,55.2
2389,AMD,FX-4130 Quad-Core,582,55.3
2390,AMD,Phenom II X4 910e,581,55.3
2391,Intel,Core i7-7560U,588,55.1
2392,AMD,A4-1200 APU,1275,17.5
2393,Intel,Core i3-1005G1,479,59.9
2394,AMD,Phenom II X4 B60,477,60
2395,Intel,Core i7-4710HQ,376,65.9
2396,Intel,Core i5-2500S,375,66
2397,Intel,Core i3-4350,374,66.1
2398,AMD,FX-8350,373,66.2
2399,Intel,Core i7-4700HQ,372,66.2
2400,Intel,Core i5-2300,371,66.2
2401,Intel,Core i7 860,370,66.2
2402,Intel,Core i3-4360,377,65.9
2403,Intel,Core i7-3740QM,369,66.2
2404,Intel,Core i5 760,367,66.3
2405,Intel,Core i3-7100,366,66.3
2406,AMD,FX-8370,365,66.3
2407,Intel,Core i7-4722HQ,364,66.3
2408,Intel,Core i7 940,363,66.4
2409,Intel,Core i5-7400T,362,66.5
2410,Intel,Xeon X3440,361,66.5
2411,Intel,Core i7-4710MQ,368,66.3
2412,AMD,FX-9370,360,66.5
2413,Intel,Core i5-10210U,378,65.9
2414,Intel,Core i7-4700MQ,380,65.6
2415,Intel,Core i5-6300HQ,396,64.4
2416,Intel,Core i5-750,395,64.5
2417,Intel,Core i5-8265U,394,64.5
2418,Intel,Core i7-920,393,64.6
2419,AMD,Ryzen 5 2600H,392,64.7
2420,Intel,Core i3-6300T,391,64.9
2421,Intel,Core i7 930,390,65
2422,Intel,Core i3-8109U,379,65.8
2423,Intel,Core i7-3610QM,389,65
2424,Intel,Core i3-4340,387,65.2
2425,Intel,Xeon W3530,386,65.2
2426,Intel,Core i7-3630QM,385,65.3
2427,Intel,Core i7-3720QM,384,65.3
2428,Intel,Core i7-4850HQ,383,65.4
2429,Intel,Xeon E5-2670 v2,382,65.4
2430,Intel,Core i5-3330S,381,65.5
2431,Intel,Pentium Gold G5400,388,65.1
2432,Intel,Core i5-2405S,397,64.4
2433,Intel,Core i3-7300T,359,66.6
2434,Intel,Core i7-6700HQ,357,66.6
2435,Intel,Core i7-6820HQ,336,67.7
2436,Intel,Core i7-2600S,335,67.7
2437,Intel,Core i5-4460S,334,67.8
2438,Intel,Core i7-4960HQ,333,67.8
2439,Intel,Core i7-10510U,332,67.8
2440,Intel,Xeon W3565,331,67.9
2441,AMD,Ryzen 3 2200G,330,67.9
2442,Intel,Core i7-3840QM,337,67.7
2443,Intel,Xeon L5639,329,68
2444,Intel,Core i5-7300HQ,327,68.2
2445,Intel,Xeon X3460,326,68.2
2446,AMD,FX-9590,325,68.2
2447,Intel,Core i7-4910MQ,324,68.2
2448,Intel,Core i5-3350P,323,68.3
2449,Intel,Core i5-3340,322,68.4
2450,Intel,Xeon E5-2670,321,68.4
2451,Intel,Core i5-2320,328,68
2452,Intel,Xeon W3550,358,66.6
2453,Intel,Core i7 870,338,67.7
2454,Intel,Core i7 960,340,67.6
2455,AMD,Ryzen 3 1300X,356,66.7
2456,Intel,Core i7-4800MQ,355,66.7
2457,Intel,Core i7-3820QM,354,66.8
2458,Intel,Core i5-2310,353,66.8
2459,Intel,Core i5-4570R,352,66.8
2460,Intel,Core i5-1035G1,351,66.8
2461,Intel,Core i7-950,350,66.9
2462,Intel,Core i3-4370,339,67.6
2463,Intel,Xeon X3450,349,66.9
2464,Intel,Core i7-4720HQ,347,66.9
2465,Intel,Pentium G4620,346,67.1
2466,Intel,Core i5-3330,345,67.2
2467,Intel,Core i7-1065G7,344,67.5
2468,Intel,Xeon X5560,343,67.5
2469,Intel,Core i3-6300,342,67.6
2470,Intel,Core i7-4810MQ,341,67.6
2471,AMD,Ryzen 5 2400G,348,66.9
2472,Intel,Pentium G4520,478,60
2473,Intel,Core i7-4702MQ,398,64.2
2474,Intel,Core i5-8350U,400,64.2
2475,Intel,Core2 Extreme X9770,456,61.2
2476,AMD,Athlon II X4 555,455,61.3
2477,AMD,Phenom II X4 970,454,61.4
2478,AMD,Phenom II X6 1075T,453,61.4
2479,Intel,Xeon E5-1603 0,452,61.5
2480,Intel,Xeon E5-2620 v2,451,61.6
2481,Intel,Core i3-4150,450,61.7
2482,Intel,Pentium G5500T,457,61
2483,AMD,Phenom II X6 1090T,449,61.8
2484,Intel,Core i7-4712HQ,447,61.8
2485,AMD,FX-8320E,446,61.8
2486,Intel,Pentium G4560,445,61.9
2487,AMD,FX-8150,444,61.9
2488,AMD,Phenom II X4 975,443,62
2489,Intel,Core i5-1035G4,442,62
2490,AMD,FX-8300,441,62.2
2491,Intel,Core i7-3612QM,448,61.8
2492,AMD,Phenom II X4 B65,440,62.3
2493,Intel,Core i3-3250,458,61
2494,Intel,Core i3-4130,460,61
2495,Intel,Core i7 X 940,476,60
2496,Intel,Core i5-4570T,475,60.1
2497,AMD,FX-4350,474,60.1
2498,Intel,Xeon E5620,473,60.3
2499,Intel,Core i3-6100T,472,60.3
2500,Intel,Core i7-4610M,471,60.4
2501,Intel,Core i7-2760QM,470,60.4
2502,Intel,Xeon E5530,459,61
2503,Intel,Core i7-5557U,469,60.5
2504,Intel,Pentium G4560T,467,60.5
2505,AMD,FX-6300,466,60.6
2506,AMD,FX-6200 Six-Core,465,60.6
2507,Intel,Xeon E5-2630 0,464,60.6
2508,Intel,Core i3-3225,463,60.7
2509,Intel,Core i7-2820QM,462,60.7
2510,Intel,Core i3-2125,461,60.8
2511,Intel,Core i3-7167U,468,60.5
2512,Intel,Core i7-4770HQ,399,64.2
2513,Intel,Core i3-4160,439,62.4
2514,Intel,Core i7-8650U,437,62.4
2515,Intel,Core i5-2400S,416,63.5
2516,Intel,Pentium G4600,415,63.5
2517,Intel,Core i3-4330,414,63.5
2518,Intel,Core i7-4750HQ,413,63.6
2519,AMD,FX-8320,412,63.7
2520,AMD,Ryzen 7 2800H,411,63.8
2521,Intel,Core i7-8550U,410,63.8
2522,AMD,Ryzen 5 1400,417,63.4
2523,Intel,Core i7-2960XM,409,63.9
2524,Intel,Core i5-8365U,407,63.9
2525,Intel,Core i3-6100,406,63.9
2526,Intel,Core i7-8565U,405,64
2527,Intel,Core i7-7567U,404,64
2528,Intel,Pentium G5400T,403,64.1
2529,Intel,Core i5-8250U,402,64.1
2530,AMD,Ryzen 9 4900U,401,64.1
2531,Intel,Core i7-8665U,408,63.9
2532,Intel,Xeon X3430,438,62.4
2533,Intel,Xeon W3520,418,63.4
2534,AMD,FX-6350 Six-Core,420,63.2
2535,Intel,Core i7-3635QM,436,62.4
2536,AMD,FX-8370E,435,62.4
2537,Intel,Core i7-3632QM,434,62.7
2538,AMD,Ryzen 3 1200,433,62.7
2539,Intel,Core i7-2860QM,432,62.8
2540,Intel,Core i7-4702HQ,431,62.8
2541,Intel,Core i3-7100T,430,62.8
2542,Intel,Core i3-6098P,419,63.3
2543,AMD,FX-8310,429,62.9
2544,Intel,Xeon E5540,427,62.9
2545,AMD,Phenom II X4 980,426,63
2546,Intel,Core i3-4170,425,63.1
2547,AMD,Phenom II X6 1100T,424,63.1
2548,Intel,Core i5-7260U,423,63.1
2549,Intel,Core i7-3615QM,422,63.1
2550,Intel,Core i5-1035G7,421,63.2
2551,Intel,Core i7-2920XM,428,62.9
2552,AMD,Phenom 9500,1276,16.9
